MacroPlot Purpose,MacroPlot UTM X,MacroPlot UTM Y,MacroPlot UTM Zone,MacroPlot Name,Monitoring Status,Date,Index,Transect,Azimuth,Slope,OneHr,TenHr,HunHr,FWDFuConSt,Comment,UV1,UV2,UV3,NumTran,OneHrTranLen,TenHrTranLen,HunHrTranLen,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Visited
Ft. Spokane,402777,5307467,11,FPIPO1D10-22,13Post,10/8/2016 8:41,-2147483648,1,344,0,1,2,0,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402777,5307467,11,FPIPO1D10-22,13Post,10/8/2016 8:41,-2147483647,2,31,0,2,0,2,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402777,5307467,11,FPIPO1D10-22,13Post,10/8/2016 8:41,-2147483646,3,323,2,2,0,0,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402777,5307467,11,FPIPO1D10-22,13Post,10/8/2016 8:41,-2147483645,4,19,2,2,1,0,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402777,5307467,11,FPIPO1D10-22,13Year02,9/22/2018 9:37,,,,,,,,,,,,,4,6,6,12,jb,jb,,,,,TRUE
Ft. Spokane,402777,5307467,11,FPIPO1D10-22,13Year02,9/22/2018 9:37,-2147483648,1,344,0,3,2,2,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402777,5307467,11,FPIPO1D10-22,13Year02,9/22/2018 9:37,-2147483647,2,31,0,1,1,1,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402777,5307467,11,FPIPO1D10-22,13Year02,9/22/2018 9:37,-2147483646,3,323,2,2,6,0,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402777,5307467,11,FPIPO1D10-22,13Year02,9/22/2018 9:37,-2147483645,4,19,2,8,1,0,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402834,5307359,11,FPIPO1D10-20,00Pre,6/2/2007 13:14,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Ft. Spokane,402834,5307359,11,FPIPO1D10-20,00Pre,6/2/2007 13:14,1,1,240,5,2,0,0,LARO,,,, fuel1_fuel,,,,,,,,,,,
Ft. Spokane,402834,5307359,11,FPIPO1D10-20,00Pre,6/2/2007 13:14,2,2,75,3,3,7,0,LARO,,,, fuel2_fuel,,,,,,,,,,,
Ft. Spokane,402834,5307359,11,FPIPO1D10-20,00Pre,6/2/2007 13:14,3,3,66,5,1,0,0,LARO,,,, fuel3_fuel,,,,,,,,,,,
Ft. Spokane,402834,5307359,11,FPIPO1D10-20,00Pre,6/2/2007 13:14,4,4,47,0,1,4,1,LARO,,,, fuel4_fuel,,,,,,,,,,,
Ft. Spokane,402834,5307359,11,FPIPO1D10-20,10Post,5/15/2012 16:38,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Ft. Spokane,402834,5307359,11,FPIPO1D10-20,10Post,5/15/2012 16:38,-2147483648,1,240,5,0,2,0,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402834,5307359,11,FPIPO1D10-20,10Post,5/15/2012 16:38,-2147483647,2,75,3,2,4,1,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402834,5307359,11,FPIPO1D10-20,10Post,5/15/2012 16:38,-2147483646,3,66,5,0,0,1,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402834,5307359,11,FPIPO1D10-20,10Post,5/15/2012 16:38,-2147483645,4,47,0,1,7,2,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402834,5307359,11,FPIPO1D10-20,10Year01,5/15/2012 17:04,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Ft. Spokane,402834,5307359,11,FPIPO1D10-20,10Year01,5/15/2012 17:04,-2147483648,1,240,5,0,2,0,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402834,5307359,11,FPIPO1D10-20,10Year01,5/15/2012 17:04,-2147483647,2,75,3,2,4,1,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402834,5307359,11,FPIPO1D10-20,10Year01,5/15/2012 17:04,-2147483646,3,66,5,0,0,1,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402834,5307359,11,FPIPO1D10-20,10Year01,5/15/2012 17:04,-2147483645,4,47,0,1,7,2,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402834,5307359,11,FPIPO1D10-20,10Year02,6/23/2013 7:20,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Ft. Spokane,402834,5307359,11,FPIPO1D10-20,10Year02,6/23/2013 7:20,-2147483648,1,240,5,2,0,0,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402834,5307359,11,FPIPO1D10-20,10Year02,6/23/2013 7:20,-2147483647,2,75,3,5,13,0,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402834,5307359,11,FPIPO1D10-20,10Year02,6/23/2013 7:20,-2147483646,3,66,5,0,2,1,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402834,5307359,11,FPIPO1D10-20,10Year02,6/23/2013 7:20,-2147483645,4,47,0,6,6,6,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402834,5307359,11,FPIPO1D10-20,10Year05,8/2/2016 11:28,,,,,,,,,,,,,4,6,6,12,JT; MJ,JT; MJ,,,,,TRUE
Ft. Spokane,402834,5307359,11,FPIPO1D10-20,10Year05,8/2/2016 11:28,-2147483648,1,240,5,1,3,0,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402834,5307359,11,FPIPO1D10-20,10Year05,8/2/2016 11:28,-2147483647,2,75,3,26,6,1,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402834,5307359,11,FPIPO1D10-20,10Year05,8/2/2016 11:28,-2147483646,3,66,5,4,5,4,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402834,5307359,11,FPIPO1D10-20,10Year05,8/2/2016 11:28,-2147483645,4,47,0,1,10,2,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402834,5307359,11,FPIPO1D10-20,13Post,10/8/2016 8:35,,,,,,,,,,,,,4,6,6,12,MJ.ZT.ML,MJ,,,,,TRUE
Ft. Spokane,402834,5307359,11,FPIPO1D10-20,13Post,10/8/2016 8:35,-2147483648,1,240,5,1,0,0,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402834,5307359,11,FPIPO1D10-20,13Post,10/8/2016 8:35,-2147483647,2,75,3,4,2,0,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402834,5307359,11,FPIPO1D10-20,13Post,10/8/2016 8:35,-2147483646,3,66,5,5,2,1,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402834,5307359,11,FPIPO1D10-20,13Post,10/8/2016 8:35,-2147483645,4,47,0,1,5,2,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402834,5307359,11,FPIPO1D10-20,13Year02,9/23/2018 9:32,,,,,,,,,,,,,4,6,6,12,jb,jb,,,,,TRUE
Ft. Spokane,402834,5307359,11,FPIPO1D10-20,13Year02,9/23/2018 9:32,-2147483648,1,240,5,0,3,0,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402834,5307359,11,FPIPO1D10-20,13Year02,9/23/2018 9:32,-2147483647,2,75,3,8,6,1,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402834,5307359,11,FPIPO1D10-20,13Year02,9/23/2018 9:32,-2147483646,3,66,5,3,1,1,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402834,5307359,11,FPIPO1D10-20,13Year02,9/23/2018 9:32,-2147483645,4,47,0,3,3,1,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402965,5307595,11,FPIPO1D10-21,00Pre,6/3/2007 13:32,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Ft. Spokane,402965,5307595,11,FPIPO1D10-21,00Pre,6/3/2007 13:32,1,1,82,2,0,2,2,LARO,,,, fuel1_fuel,,,,,,,,,,,
Ft. Spokane,402965,5307595,11,FPIPO1D10-21,00Pre,6/3/2007 13:32,2,2,323,1,1,1,2,LARO,,,, fuel2_fuel,,,,,,,,,,,
Ft. Spokane,402965,5307595,11,FPIPO1D10-21,00Pre,6/3/2007 13:32,3,3,155,1,5,0,1,LARO,,,, fuel3_fuel,,,,,,,,,,,
Ft. Spokane,402965,5307595,11,FPIPO1D10-21,00Pre,6/3/2007 13:32,4,4,151,0,2,3,0,LARO,,,, fuel4_fuel,,,,,,,,,,,
Ft. Spokane,402965,5307595,11,FPIPO1D10-21,10Post,5/10/2012 11:16,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Ft. Spokane,402965,5307595,11,FPIPO1D10-21,10Post,5/10/2012 11:16,-2147483648,1,70,2,5,4,2,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402965,5307595,11,FPIPO1D10-21,10Post,5/10/2012 11:16,-2147483647,2,333,1,4,9,5,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402965,5307595,11,FPIPO1D10-21,10Post,5/10/2012 11:16,-2147483646,3,155,1,3,0,1,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402965,5307595,11,FPIPO1D10-21,10Post,5/10/2012 11:16,-2147483645,4,151,0,2,1,0,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402965,5307595,11,FPIPO1D10-21,10Year01,5/11/2012 12:10,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Ft. Spokane,402965,5307595,11,FPIPO1D10-21,10Year01,5/11/2012 12:10,-2147483648,1,70,2,5,4,2,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402965,5307595,11,FPIPO1D10-21,10Year01,5/11/2012 12:10,-2147483647,2,333,1,4,9,5,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402965,5307595,11,FPIPO1D10-21,10Year01,5/11/2012 12:10,-2147483646,3,155,1,3,0,1,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402965,5307595,11,FPIPO1D10-21,10Year01,5/11/2012 12:10,-2147483645,4,151,0,2,1,0,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402965,5307595,11,FPIPO1D10-21,10Year02,6/24/2013 7:06,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Ft. Spokane,402965,5307595,11,FPIPO1D10-21,10Year02,6/24/2013 7:06,-2147483648,1,70,2,1,4,3,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402965,5307595,11,FPIPO1D10-21,10Year02,6/24/2013 7:06,-2147483647,2,333,1,5,11,1,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402965,5307595,11,FPIPO1D10-21,10Year02,6/24/2013 7:06,-2147483646,3,155,1,0,0,1,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402965,5307595,11,FPIPO1D10-21,10Year02,6/24/2013 7:06,-2147483645,4,151,0,2,3,0,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402965,5307595,11,FPIPO1D10-21,10Year05,8/1/2016 11:31,,,,,,,,,,,,,4,6,6,12,MJ.CS,MJ.CS,,,,,TRUE
Ft. Spokane,402965,5307595,11,FPIPO1D10-21,10Year05,8/1/2016 11:31,-2147483648,1,70,2,1,5,1,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402965,5307595,11,FPIPO1D10-21,10Year05,8/1/2016 11:31,-2147483647,2,322,1,5,25,2,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402965,5307595,11,FPIPO1D10-21,10Year05,8/1/2016 11:31,-2147483646,3,155,1,3,1,0,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402965,5307595,11,FPIPO1D10-21,10Year05,8/1/2016 11:31,-2147483645,4,151,0,4,3,0,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402965,5307595,11,FPIPO1D10-21,13Post,10/9/2016 8:38,,,,,,,,,,,,,4,6,6,12,MJ.ZT.ML,MJ,,,,,TRUE
Ft. Spokane,402965,5307595,11,FPIPO1D10-21,13Post,10/9/2016 8:38,-2147483648,1,70,2,3,4,1,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402965,5307595,11,FPIPO1D10-21,13Post,10/9/2016 8:38,-2147483647,2,333,1,12,11,0,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402965,5307595,11,FPIPO1D10-21,13Post,10/9/2016 8:38,-2147483646,3,155,1,9,1,1,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402965,5307595,11,FPIPO1D10-21,13Post,10/9/2016 8:38,-2147483645,4,151,0,13,2,0,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402965,5307595,11,FPIPO1D10-21,13Year02,9/20/2018 9:36,,,,,,,,,,,,,4,6,6,12,JB,JB,,,,,TRUE
Ft. Spokane,402965,5307595,11,FPIPO1D10-21,13Year02,9/20/2018 9:36,-2147483648,1,70,2,9,2,1,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402965,5307595,11,FPIPO1D10-21,13Year02,9/20/2018 9:36,-2147483647,2,333,1,0,1,0,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402965,5307595,11,FPIPO1D10-21,13Year02,9/20/2018 9:36,-2147483646,3,155,1,1,1,0,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402965,5307595,11,FPIPO1D10-21,13Year02,9/20/2018 9:36,-2147483645,4,151,0,3,1,0,LARO,,,,,,,,,,,,,,,
Gifford Clover ,415182,5349381,11,FPIPO1D10-04,00Pre,8/17/2001 0:00,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Gifford Clover ,415182,5349381,11,FPIPO1D10-04,00Pre,8/17/2001 0:00,1,1,220,7,0,1,1,LARO,From FMH DFTRANS 1057,,, fuel1_fuel,,,,,,,,,,,
Gifford Clover ,415182,5349381,11,FPIPO1D10-04,00Pre,8/17/2001 0:00,2,2,103,18,2,6,1,LARO,From FMH DFTRANS 1057,,, fuel2_fuel,,,,,,,,,,,
Gifford Clover ,415182,5349381,11,FPIPO1D10-04,00Pre,8/17/2001 0:00,3,3,279,14,1,2,3,LARO,From FMH DFTRANS 1057,,, fuel3_fuel,,,,,,,,,,,
Gifford Clover ,415182,5349381,11,FPIPO1D10-04,00Pre,8/17/2001 0:00,4,4,112,13,1,28,4,LARO,From FMH DFTRANS 1057,,, fuel4_fuel,,,,,,,,,,,
Gifford Clover ,415182,5349381,11,FPIPO1D10-04,02Year01,6/9/2002 0:00,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Gifford Clover ,415182,5349381,11,FPIPO1D10-04,02Year01,6/9/2002 0:00,1,1,220,7,4,17,2,LARO,From FMH DFTRANS 1057,,, fuel1_fuel,,,,,,,,,,,
Gifford Clover ,415182,5349381,11,FPIPO1D10-04,02Year01,6/9/2002 0:00,2,2,103,18,1,10,3,LARO,From FMH DFTRANS 1057,,, fuel2_fuel,,,,,,,,,,,
Gifford Clover ,415182,5349381,11,FPIPO1D10-04,02Year01,6/9/2002 0:00,3,3,279,14,0,12,1,LARO,From FMH DFTRANS 1057,,, fuel3_fuel,,,,,,,,,,,
Gifford Clover ,415182,5349381,11,FPIPO1D10-04,02Year01,6/9/2002 0:00,4,4,112,13,1,16,4,LARO,From FMH DFTRANS 1057,,, fuel4_fuel,,,,,,,,,,,
Gifford Clover ,415182,5349381,11,FPIPO1D10-04,04Post,10/21/2004 0:00,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Gifford Clover ,415182,5349381,11,FPIPO1D10-04,04Post,10/21/2004 0:00,1,1,220,7,1,1,0,LARO,From FMH DFTRANS 1057,,, fuel1_fuel,,,,,,,,,,,
Gifford Clover ,415182,5349381,11,FPIPO1D10-04,04Post,10/21/2004 0:00,2,2,103,18,1,6,0,LARO,From FMH DFTRANS 1057,,, fuel2_fuel,,,,,,,,,,,
Gifford Clover ,415182,5349381,11,FPIPO1D10-04,04Post,10/21/2004 0:00,3,3,279,14,0,6,1,LARO,From FMH DFTRANS 1057,,, fuel3_fuel,,,,,,,,,,,
Gifford Clover ,415182,5349381,11,FPIPO1D10-04,04Post,10/21/2004 0:00,4,4,112,13,0,1,0,LARO,From FMH DFTRANS 1057,,, fuel4_fuel,,,,,,,,,,,
Gifford Clover ,415182,5349381,11,FPIPO1D10-04,04Year01,7/3/2005 16:52,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Gifford Clover ,415182,5349381,11,FPIPO1D10-04,04Year01,7/3/2005 16:52,1,1,220,7,0,0,0,LARO,,,, fuel1_fuel,,,,,,,,,,,
Gifford Clover ,415182,5349381,11,FPIPO1D10-04,04Year01,7/3/2005 16:52,2,2,103,18,0,4,0,LARO,,,, fuel2_fuel,,,,,,,,,,,
Gifford Clover ,415182,5349381,11,FPIPO1D10-04,04Year01,7/3/2005 16:52,3,3,279,14,1,6,0,LARO,,,, fuel3_fuel,,,,,,,,,,,
Gifford Clover ,415182,5349381,11,FPIPO1D10-04,04Year01,7/3/2005 16:52,4,4,112,13,0,0,0,LARO,,,, fuel4_fuel,,,,,,,,,,,
Gifford Clover ,415182,5349381,11,FPIPO1D10-04,04Year02,8/10/2006 9:01,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Gifford Clover ,415182,5349381,11,FPIPO1D10-04,04Year02,8/10/2006 9:01,1,1,220,7,6,0,0,LARO,,,, fuel1_fuel,,,,,,,,,,,
Gifford Clover ,415182,5349381,11,FPIPO1D10-04,04Year02,8/10/2006 9:01,2,2,103,18,2,8,1,LARO,,,, fuel2_fuel,,,,,,,,,,,
Gifford Clover ,415182,5349381,11,FPIPO1D10-04,04Year02,8/10/2006 9:01,3,3,279,14,6,11,1,LARO,,,, fuel3_fuel,,,,,,,,,,,
Gifford Clover ,415182,5349381,11,FPIPO1D10-04,04Year02,8/10/2006 9:01,4,4,112,13,0,0,1,LARO,,,, fuel4_fuel,,,,,,,,,,,
Gifford Clover ,415182,5349381,11,FPIPO1D10-04,04Year05,5/17/2009 13:17,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Gifford Clover ,415182,5349381,11,FPIPO1D10-04,04Year05,5/17/2009 13:17,-2147483648,1,220,7,0,1,1,LARO,,,,,,,,,,,,,,,
Gifford Clover ,415182,5349381,11,FPIPO1D10-04,04Year05,5/17/2009 13:17,-2147483647,2,103,18,0,10,0,LARO,,,,,,,,,,,,,,,
Gifford Clover ,415182,5349381,11,FPIPO1D10-04,04Year05,5/17/2009 13:17,-2147483646,3,279,14,1,8,3,LARO,,,,,,,,,,,,,,,
Gifford Clover ,415182,5349381,11,FPIPO1D10-04,04Year05,5/17/2009 13:17,-2147483645,4,112,13,0,0,0,LARO,,,,,,,,,,,,,,,
Gifford Clover ,415182,5349381,11,FPIPO1D10-04,04Year10,8/19/2014 21:39,,,,,,,,,,,,,4,6,6,12,JRB; BS,,,,,,TRUE
Gifford Clover ,415182,5349381,11,FPIPO1D10-04,04Year10,8/19/2014 21:39,-2147483648,1,220,7,3,0,1,LARO,,,,,,,,,,,,,,,
Gifford Clover ,415182,5349381,11,FPIPO1D10-04,04Year10,8/19/2014 21:39,-2147483647,2,103,18,2,3,1,LARO,,,,,,,,,,,,,,,
Gifford Clover ,415182,5349381,11,FPIPO1D10-04,04Year10,8/19/2014 21:39,-2147483646,3,279,14,0,2,0,LARO,,,,,,,,,,,,,,,
Gifford Clover ,415182,5349381,11,FPIPO1D10-04,04Year10,8/19/2014 21:39,-2147483645,4,112,13,1,0,1,LARO,,,,,,,,,,,,,,,
Gifford Clover ,415182,5349381,11,FPIPO1D10-04,04Year15,8/26/2019 14:06,,,,,,,,,,,,,4,6,6,12,JB; AL,JB;AL,,,,,TRUE
Gifford Clover ,415182,5349381,11,FPIPO1D10-04,04Year15,8/26/2019 14:06,-2147483648,1,220,7,26,0,0,LARO,,,,,,,,,,,,,,,
Gifford Clover ,415182,5349381,11,FPIPO1D10-04,04Year15,8/26/2019 14:06,-2147483647,2,103,18,3,2,0,LARO,,,,,,,,,,,,,,,
Gifford Clover ,415182,5349381,11,FPIPO1D10-04,04Year15,8/26/2019 14:06,-2147483646,3,279,14,3,6,0,LARO,,,,,,,,,,,,,,,
Gifford Clover ,415182,5349381,11,FPIPO1D10-04,04Year15,8/26/2019 14:06,-2147483645,4,112,13,4,1,1,LARO,,,,,,,,,,,,,,,
Gifford Clover ,415193,5349075,11,FPIPO1D10-03,00Pre,8/14/2001 0:00,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Gifford Clover ,415193,5349075,11,FPIPO1D10-03,00Pre,8/14/2001 0:00,1,1,277,7,2,1,1,LARO,From FMH DFTRANS 1057,,, fuel1_fuel,,,,,,,,,,,
Gifford Clover ,415193,5349075,11,FPIPO1D10-03,00Pre,8/14/2001 0:00,2,2,233,8,0,6,0,LARO,From FMH DFTRANS 1057,,, fuel2_fuel,,,,,,,,,,,
Gifford Clover ,415193,5349075,11,FPIPO1D10-03,00Pre,8/14/2001 0:00,3,3,45,1,1,6,0,LARO,From FMH DFTRANS 1057,,, fuel3_fuel,,,,,,,,,,,
Gifford Clover ,415193,5349075,11,FPIPO1D10-03,00Pre,8/14/2001 0:00,4,4,353,4,1,11,3,LARO,From FMH DFTRANS 1057,,, fuel4_fuel,,,,,,,,,,,
Gifford Clover ,415193,5349075,11,FPIPO1D10-03,02Year01,6/9/2002 0:00,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Gifford Clover ,415193,5349075,11,FPIPO1D10-03,02Year01,6/9/2002 0:00,1,1,277,7,1,2,1,LARO,From FMH DFTRANS 1057,,, fuel1_fuel,,,,,,,,,,,
Gifford Clover ,415193,5349075,11,FPIPO1D10-03,02Year01,6/9/2002 0:00,2,2,233,8,0,6,0,LARO,From FMH DFTRANS 1057,,, fuel2_fuel,,,,,,,,,,,
Gifford Clover ,415193,5349075,11,FPIPO1D10-03,02Year01,6/9/2002 0:00,3,3,45,1,0,6,0,LARO,From FMH DFTRANS 1057,,, fuel3_fuel,,,,,,,,,,,
Gifford Clover ,415193,5349075,11,FPIPO1D10-03,02Year01,6/9/2002 0:00,4,4,353,4,3,13,1,LARO,From FMH DFTRANS 1057,,, fuel4_fuel,,,,,,,,,,,
Gifford Clover ,415193,5349075,11,FPIPO1D10-03,04Post,10/21/2004 0:00,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Gifford Clover ,415193,5349075,11,FPIPO1D10-03,04Post,10/21/2004 0:00,1,1,277,7,1,5,1,LARO,From FMH DFTRANS 1057,,, fuel1_fuel,,,,,,,,,,,
Gifford Clover ,415193,5349075,11,FPIPO1D10-03,04Post,10/21/2004 0:00,2,2,233,8,2,0,0,LARO,From FMH DFTRANS 1057,,, fuel2_fuel,,,,,,,,,,,
Gifford Clover ,415193,5349075,11,FPIPO1D10-03,04Post,10/21/2004 0:00,3,3,45,1,1,1,0,LARO,From FMH DFTRANS 1057,,, fuel3_fuel,,,,,,,,,,,
Gifford Clover ,415193,5349075,11,FPIPO1D10-03,04Post,10/21/2004 0:00,4,4,353,4,0,1,0,LARO,From FMH DFTRANS 1057,,, fuel4_fuel,,,,,,,,,,,
Gifford Clover ,415193,5349075,11,FPIPO1D10-03,04Year01,7/3/2005 16:55,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Gifford Clover ,415193,5349075,11,FPIPO1D10-03,04Year01,7/3/2005 16:55,1,1,277,7,0,4,0,LARO,,,, fuel1_fuel,,,,,,,,,,,
Gifford Clover ,415193,5349075,11,FPIPO1D10-03,04Year01,7/3/2005 16:55,2,2,233,8,0,0,0,LARO,,,, fuel2_fuel,,,,,,,,,,,
Gifford Clover ,415193,5349075,11,FPIPO1D10-03,04Year01,7/3/2005 16:55,3,3,45,1,0,2,0,LARO,,,, fuel3_fuel,,,,,,,,,,,
Gifford Clover ,415193,5349075,11,FPIPO1D10-03,04Year01,7/3/2005 16:55,4,4,353,4,0,0,0,LARO,,,, fuel4_fuel,,,,,,,,,,,
Gifford Clover ,415193,5349075,11,FPIPO1D10-03,04Year02,8/11/2006 14:35,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Gifford Clover ,415193,5349075,11,FPIPO1D10-03,04Year02,8/11/2006 14:35,1,1,277,7,0,4,0,LARO,,,, fuel1_fuel,,,,,,,,,,,
Gifford Clover ,415193,5349075,11,FPIPO1D10-03,04Year02,8/11/2006 14:35,2,2,233,8,0,0,0,LARO,,,, fuel2_fuel,,,,,,,,,,,
Gifford Clover ,415193,5349075,11,FPIPO1D10-03,04Year02,8/11/2006 14:35,3,3,45,1,3,3,0,LARO,,,, fuel3_fuel,,,,,,,,,,,
Gifford Clover ,415193,5349075,11,FPIPO1D10-03,04Year02,8/11/2006 14:35,4,4,353,4,1,1,0,LARO,,,, fuel4_fuel,,,,,,,,,,,
Gifford Clover ,415193,5349075,11,FPIPO1D10-03,04Year05,5/18/2009 8:50,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Gifford Clover ,415193,5349075,11,FPIPO1D10-03,04Year05,5/18/2009 8:50,-2147483648,1,277,7,3,6,0,LARO,,,,,,,,,,,,,,,
Gifford Clover ,415193,5349075,11,FPIPO1D10-03,04Year05,5/18/2009 8:50,-2147483647,2,233,8,0,1,0,LARO,,,,,,,,,,,,,,,
Gifford Clover ,415193,5349075,11,FPIPO1D10-03,04Year05,5/18/2009 8:50,-2147483646,3,45,8,0,0,0,LARO,,,,,,,,,,,,,,,
Gifford Clover ,415193,5349075,11,FPIPO1D10-03,04Year05,5/18/2009 8:50,-2147483645,4,353,4,0,2,0,LARO,,,,,,,,,,,,,,,
Gifford Clover ,415193,5349075,11,FPIPO1D10-03,04Year10,8/18/2014 21:35,,,,,,,,,,,,,4,6,6,12,BS,BS,,,,,TRUE
Gifford Clover ,415193,5349075,11,FPIPO1D10-03,04Year10,8/18/2014 21:35,-2147483648,1,277,7,5,1,0,LARO,,,,,,,,,,,,,,,
Gifford Clover ,415193,5349075,11,FPIPO1D10-03,04Year10,8/18/2014 21:35,-2147483647,2,233,8,2,0,0,LARO,,,,,,,,,,,,,,,
Gifford Clover ,415193,5349075,11,FPIPO1D10-03,04Year10,8/18/2014 21:35,-2147483646,3,45,8,2,6,7,LARO,,,,,,,,,,,,,,,
Gifford Clover ,415193,5349075,11,FPIPO1D10-03,04Year10,8/18/2014 21:35,-2147483645,4,353,4,1,0,0,LARO,,,,,,,,,,,,,,,
Gifford Clover ,415193,5349075,11,FPIPO1D10-03,04Year15,8/25/2019 13:56,,,,,,,,,,,,,4,6,6,12,MM; AL,MM; AL,,,,,TRUE
Gifford Clover ,415193,5349075,11,FPIPO1D10-03,04Year15,8/25/2019 13:56,-2147483648,1,277,7,5,2,0,LARO,,,,,,,,,,,,,,,
Gifford Clover ,415193,5349075,11,FPIPO1D10-03,04Year15,8/25/2019 13:56,-2147483647,2,233,8,1,0,0,LARO,,,,,,,,,,,,,,,
Gifford Clover ,415193,5349075,11,FPIPO1D10-03,04Year15,8/25/2019 13:56,-2147483646,3,45,8,0,11,2,LARO,,,,,,,,,,,,,,,
Gifford Clover ,415193,5349075,11,FPIPO1D10-03,04Year15,8/25/2019 13:56,-2147483645,4,353,4,2,0,0,LARO,,,,,,,,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,00Pre,8/19/2001 0:00,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,00Pre,8/19/2001 0:00,1,1,174,4,1,6,1,LARO,From FMH DFTRANS 1057,,, fuel1_fuel,,,,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,00Pre,8/19/2001 0:00,2,2,75,9,0,7,6,LARO,From FMH DFTRANS 1057,,, fuel2_fuel,,,,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,00Pre,8/19/2001 0:00,3,3,145,10,4,14,4,LARO,From FMH DFTRANS 1057,,, fuel3_fuel,,,,,,,,,,,
